bag_time_ns,header_stamp_sec,header_stamp_nanosec,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,fix_quality,num_satellites,speed,track
1770486549265612696,64149,0,GPS1_Frame,42.253618499999995,-71.82173483333332,172.6,267231.7098915102,4681791.572930722,19,T,1.17,,,,
1770486550264299488,64150,0,GPS1_Frame,42.25361899999999,-71.82173316666668,172.2,267231.84922780463,4681791.623897209,19,T,1.17,,,,
1770486551264601738,64151,0,GPS1_Frame,42.25362133333333,-71.82173250000001,172.1,267231.9128137428,4681791.881183783,19,T,1.17,,,,
1770486552265587322,64152,0,GPS1_Frame,42.2536225,-71.82173066666665,172.0,267232.06835321395,4681792.005725822,19,T,1.17,,,,
1770486553263681198,64153,0,GPS1_Frame,42.25362366666666,-71.82172866666666,172.0,267232.23764228594,4681792.129812174,19,T,1.17,,,,
1770486554264076823,64154,0,GPS1_Frame,42.25362400000001,-71.821728,172.0,267232.2938675131,4681792.165005022,19,T,1.17,,,,
1770486555263635490,64155,0,GPS1_Frame,42.25362416666667,-71.821726,171.9,267232.45947623265,4681792.17804451,19,T,1.17,,,,
1770486556265452491,64156,0,GPS1_Frame,42.25362583333334,-71.8217245,172.1,267232.5893566337,4681792.3590213815,19,T,1.17,,,,
1770486557265890866,64157,0,GPS1_Frame,42.253621,-71.82172966666667,171.8,267232.1453303558,4681791.836421362,19,T,1.17,,,,
1770486558265818325,64158,0,GPS1_Frame,42.25362066666666,-71.8217315,171.9,267231.99285784434,4681791.804418375,19,T,1.17,,,,
1770486559264819201,64159,0,GPS1_Frame,42.25361966666666,-71.82173016666667,171.7,267232.09917438927,4681791.689725957,19,T,1.17,,,,
1770486560265886451,64160,0,GPS1_Frame,42.253621,-71.82172816666666,171.9,267232.2690768611,4681791.832320119,19,T,1.17,,,,
1770486561266416035,64161,0,GPS1_Frame,42.25362166666667,-71.82172766666666,172.1,267232.31277925894,4681791.904984282,19,T,1.42,,,,
1770486562264650869,64162,0,GPS1_Frame,42.253621833333334,-71.8217285,172.3,267232.24464459065,4681791.92577056,19,T,1.42,,,,
1770486563263020327,64163,0,GPS1_Frame,42.253626333333344,-71.821729,172.2,267232.2199573251,4681792.426848535,19,T,1.42,,,,
1770486564264866328,64164,0,GPS1_Frame,42.253624666666674,-71.82172816666666,172.0,267232.28257146734,4681792.239491957,19,T,1.42,,,,
1770486565265270662,64165,0,GPS1_Frame,42.25361933333333,-71.82173133333335,171.4,267232.00170032086,4681791.655900195,19,T,1.42,,,,
1770486566264713246,64166,0,GPS1_Frame,42.25361683333334,-71.82173416666666,171.4,267231.7587560329,4681791.386029836,19,T,1.17,,,,
1770486567266025746,64167,0,GPS1_Frame,42.25361383333334,-71.82173783333333,171.3,267231.44522348174,4681791.06291453,19,T,1.17,,,,
1770486568265619163,64168,0,GPS1_Frame,42.25361516666667,-71.82173166666666,171.3,267231.9588663003,4681791.194116314,19,T,1.17,,,,
1770486569264574330,64169,0,GPS1_Frame,42.253617,-71.82172816666666,171.1,267232.25435547344,4681791.388132661,19,T,1.17,,,,
1770486570314775873,64170,0,GPS1_Frame,42.25361899999999,-71.82172399999999,171.0,267232.6054564648,4681791.598834059,19,T,1.17,,,,
1770486571265900956,64171,0,GPS1_Frame,42.253620166666664,-71.82171933333333,171.3,267232.9947393219,4681791.715629344,19,T,1.17,,,,
1770486572265347165,64172,0,GPS1_Frame,42.253618833333334,-71.82171966666667,171.3,267232.96233298467,4681791.568478243,19,T,1.17,,,,
1770486573264660999,64173,0,GPS1_Frame,42.25361733333334,-71.82171450000001,170.7,267233.38305046177,4681791.387781502,19,T,1.17,,,,
1770486574265529541,64174,0,GPS1_Frame,42.25361383333334,-71.82171516666668,170.5,267233.31517085986,4681791.000940242,19,T,1.17,,,,
1770486575263756917,64175,0,GPS1_Frame,42.253614166666665,-71.82171583333334,170.5,267233.26139918563,4681791.039778629,19,T,1.17,,,,
1770486576263473042,64176,0,GPS1_Frame,42.25361533333333,-71.82170816666667,170.1,267233.89817508927,4681791.148371521,19,T,1.17,,,,
1770486577263844168,64177,0,GPS1_Frame,42.2536135,-71.8217025,170.2,267234.3589146819,4681790.929292146,19,T,1.17,,,,
1770486578263133668,64178,0,GPS1_Frame,42.253612999999994,-71.82171116666667,170.1,267233.6420946378,4681790.897464601,19,T,1.17,,,,
1770486579263750252,64179,0,GPS1_Frame,42.253609000000004,-71.82170666666666,169.0,267233.99861292273,4681790.440973502,19,T,1.17,,,,
1770486580263826377,64180,0,GPS1_Frame,42.253597166666665,-71.82171133333333,167.3,267233.5700732296,4681789.139678272,19,T,1.17,,,,
1770486581264783836,64181,0,GPS1_Frame,42.253598833333335,-71.82171383333333,167.5,267233.3699628573,4681789.331591745,19,T,1.17,,,,
1770486582264146128,64182,0,GPS1_Frame,42.253603999999996,-71.82172166666666,168.3,267232.74274596403,4681789.926751393,19,T,1.17,,,,
1770486583264627587,64183,0,GPS1_Frame,42.25360666666667,-71.82172866666666,168.3,267232.17507638235,4681790.242015475,19,T,1.18,,,,
1770486584264062838,64184,0,GPS1_Frame,42.2536065,-71.82173683333333,168.3,267231.5007318716,4681790.2458366845,19,T,1.18,,,,
1770486585264785755,64185,0,GPS1_Frame,42.2536105,-71.82174549999999,168.3,267230.8004733835,4681790.713720316,19,T,1.18,,,,
1770486586263850630,64186,0,GPS1_Frame,42.25360833333334,-71.82175466666666,168.9,267230.03627046396,4681790.498182118,19,T,1.18,,,,
